# RESEARCH-ONLY — NO PUBLICATION OR IMPLEMENTATION AUTHORISED
# EXPANDED to 29 pillars × 16 question types. EVERY row is an expert hypothesis, NOT an observed search — no autocomplete/PAA/GSC source was available. Do not present these as demand evidence.
pillar,question_type,question,discovery_source,observed_or_hypothesised,domain_owner,intended_answer_format,evidence_required,expert_review_required,existing_answering_url,citation_potential,implementation_status
Crack diagnosis,Chennai-specific,What is specific to crack diagnosis in Chennai?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Crack diagnosis,Locality,Does crack diagnosis differ by Chennai locality?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Locality hub section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Crack diagnosis,Follow-up,What is the next step after crack diagnosis?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Crack diagnosis,Should I,Should I get crack diagnosis for my project?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Crack diagnosis,How do I choose,How do I choose a provider for crack diagnosis?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Crack diagnosis,What happens if,What happens if I skip crack diagnosis?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Definition,What is ndt and what does it involve?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Glossary/definition block,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Cost,What does ndt cost in Chennai and what drives the price?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Cost guide (dated methodology required),Dated methodology,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Scope,What is included and excluded in ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Comparison,How does ndt compare with the main alternative?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Comparison table,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Qualification,Who is qualified to perform ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Credentials + registration scheme,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Process,What is the step-by-step process for ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Numbered process,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Timeline,How long does ndt take?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Risk,What can go wrong with ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Mistake,What mistakes do people make with ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Documents,What documents result from or are needed for ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Checklist,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Chennai-specific,What is specific to ndt in Chennai?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Locality,Does ndt differ by Chennai locality?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Locality hub section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Follow-up,What is the next step after ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,Should I,Should I get ndt for my project?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,How do I choose,How do I choose a provider for ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
NDT,What happens if,What happens if I skip ndt?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES — MANDATORY,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
